日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017-07-12,'002780,三夫户外,25.92,25.96,25.35,25.67,25.67,0.25,0.9739,1.3838,999024,25639565.09,2623448528.64,1871312388.48
2017-07-11,'002780,三夫户外,25.67,26.7,25.57,26.34,26.52,-0.85,-3.2051,2.0772,1499651,39110743.48,2598145205.64,1853263464.98
2017-07-10,'002780,三夫户外,26.52,27.19,26.4,27.15,27.32,-0.8,-2.9283,2.1837,1576510,42257941.54,2684176503.84,1914629804.88
2017-07-07,'002780,三夫户外,27.32,27.52,26.98,27.2,27.31,0.01,0.0366,1.8003,1299708,35416012.98,2765147137.44,1972386360.08
2017-07-06,'002780,三夫户外,27.31,27.95,27.2,27.73,27.71,-0.4,-1.4435,2.0227,1460310,40243584.78,2764135004.52,1971664403.14
2017-07-05,'002780,三夫户外,27.71,27.95,27.08,27.27,27.27,0.44,1.6135,2.2846,1649394,45599380.62,2804620321.32,2000542680.74
2017-07-04,'002780,三夫户外,27.27,27.49,27.07,27.09,27.32,-0.05,-0.183,1.2418,896503,24461323.69,2760086472.84,1968776575.38
2017-07-03,'002780,三夫户外,27.32,27.58,26.9,26.9,26.89,0.43,1.5991,1.3898,1003356,27389884.79,2765147137.44,1972386360.08
2017-06-30,'002780,三夫户外,26.89,27.18,26.54,27.17,27.17,-0.28,-1.0305,1.4789,1067702,28665402.76,2721625421.88,1941342211.66
2017-06-29,'002780,三夫户外,27.17,27.6,27.15,27.2,27.12,0.05,0.1844,1.466,1058362,28928008.89,2749965143.64,1961557005.98
2017-06-28,'002780,三夫户外,27.12,27.78,27.1,27.78,27.73,-0.61,-2.1998,2.0168,1456055,39724222.74,2744904479.04,1957947221.28
2017-06-27,'002780,三夫户外,27.73,28.5,27.61,28.32,28.42,-0.69,-2.4279,2.8162,2033202,56891867.75,2806644587.16,2001986594.62
2017-06-26,'002780,三夫户外,28.42,28.83,27.81,28.38,28.4,0.02,0.0704,3.8351,2768748,78472717.78,2876481758.64,2051801623.48
2017-06-23,'002780,三夫户外,28.4,28.66,26.38,26.52,26.74,1.66,6.2079,5.0742,3663324,100942036.98,2874457492.8,2050357709.6
2017-06-22,'002780,三夫户外,26.74,28.07,26.74,27.99,27.98,-1.24,-4.4317,3.1336,2262350,62080805.12,2706443428.08,1930512857.56
2017-06-21,'002780,三夫户外,27.98,28.2,27.67,28.09,28.09,-0.11,-0.3916,2.6172,1889489,52652618.49,2831947910.16,2020035518.12
2017-06-20,'002780,三夫户外,28.09,28.8,27.81,28.5,28.38,-0.29,-1.0218,3.6327,2622670,74223549.69,2843081372.28,2027977044.46
2017-06-19,'002780,三夫户外,28.38,28.9,28.02,28.56,28.53,-0.15,-0.5258,3.5199,2541250,71966520.56,2872433226.96,2048913795.72
2017-06-16,'002780,三夫户外,28.53,29.58,28.23,29.34,29.74,-1.21,-4.0686,6.3965,4617998,132896162.9,2887615220.76,2059743149.82
2017-06-15,'002780,三夫户外,29.74,30.99,28.4,28.6,28.79,0.95,3.2998,11.3961,8227518,246438224.48,3010083304.08,2147099939.56
2017-06-14,'002780,三夫户外,28.79,28.79,25.85,26.01,26.17,2.62,10.0115,9.0233,6514461,178959269.66,2913930676.68,2078514030.26
2017-06-13,'002780,三夫户外,26.17,26.69,24.51,24.78,24.82,1.35,5.4392,4.4828,3236421,83792921.56,2648751851.64,1889361311.98
2017-06-12,'002780,三夫户外,24.82,25.86,24.75,25.86,25.91,-1.09,-4.2069,2.3277,1680531,42061741.05,2512113907.44,1791897125.08
2017-06-09,'002780,三夫户外,25.91,26.07,25.31,26.0,25.99,-0.08,-0.3078,1.8074,1304882,33546453.59,2622436395.72,1870590431.54
2017-06-08,'002780,三夫户外,25.99,26.64,25.82,26.13,26.29,-0.3,-1.1411,2.6841,1937828,50697987.92,2630533459.08,1876366087.06
2017-06-07,'002780,三夫户外,26.29,26.38,25.2,25.2,25.15,1.14,4.5328,3.6656,2646399,68655279.82,2660897446.68,1898024795.26
2017-06-06,'002780,三夫户外,25.15,25.48,24.75,25.2,25.37,-0.22,-0.8672,2.0221,1459879,36712410.78,2545514293.8,1815721704.1
2017-06-05,'002780,三夫户外,25.37,25.6,24.5,24.5,24.42,0.95,3.8903,3.4536,2493383,62839854.31,2567781218.04,1831604756.78
2017-06-02,'002780,三夫户外,24.42,25.0,23.15,23.15,23.39,1.03,4.4036,2.202,1589749,38234739.07,2471628590.64,1763018847.48
2017-06-01,'002780,三夫户外,23.39,25.27,23.23,25.01,25.3,-1.91,-7.5494,1.8773,1355347,32940279.25,2367378899.88,1688657282.66
2017-05-31,'002780,三夫户外,25.3,26.5,25.24,25.89,25.28,0.02,0.0791,1.8322,1322793,34222792.63,2560696287.6,1826551058.2
2017-05-26,'002780,三夫户外,25.28,25.47,24.86,25.05,25.05,0.23,0.9182,2.0499,1479968,37346630.69,2558672021.76,1825107144.32
2017-05-25,'002780,三夫户外,25.05,25.25,24.1,25.05,25.23,-0.18,-0.7134,2.8006,2016946,49892922.14,2535392964.6,1804058966.1
2017-05-24,'002780,三夫户外,25.23,25.45,24.2,24.85,24.9,0.33,1.3253,1.8172,1308709,32751828.14,2553611357.16,1817022264.06
2017-05-23,'002780,三夫户外,24.9,26.69,24.42,26.69,26.75,-1.85,-6.9159,2.6544,1911668,49232094.55,2520210970.8,1793256217.8
2017-05-22,'002780,三夫户外,26.75,29.64,26.7,29.64,29.62,-2.87,-9.6894,3.0155,2171723,61224397.21,2707455561.0,1926490113.5
2017-05-19,'002780,三夫户外,29.62,30.4,29.61,30.27,30.25,-0.63,-2.0826,1.2933,931387,27904982.65,2997937709.04,2133182697.64
2017-05-18,'002780,三夫户外,30.25,30.6,29.81,30.25,30.81,-0.56,-1.8176,2.1394,1540774,46607155.34,3061702083.0,2178554240.5
2017-05-17,'002780,三夫户外,30.81,31.15,30.51,30.79,31.16,-0.35,-1.1232,2.1171,1524732,47030369.11,3118381526.52,2218884500.82
2017-05-16,'002780,三夫户外,31.16,31.28,29.0,30.5,30.54,0.62,2.0301,2.633,1896213,57538619.49,3153806178.72,2244090913.52
2017-05-15,'002780,三夫户外,45.87,46.3,45.63,46.29,45.8,0.07,0.1528,0.6693,321322,14751701.06,3094985500.86,2202237048.0
2017-05-12,'002780,三夫户外,45.8,46.7,45.6,46.2,46.11,-0.31,-0.6723,0.9229,443068,20383692.32,3090262392.4,2198876320.0
2017-05-11,'002780,三夫户外,46.11,47.96,45.12,47.45,48.0,-1.89,-3.9375,1.8249,876136,40597308.25,3111179015.58,2213759544.0
2017-05-10,'002780,三夫户外,48.0,49.23,47.91,47.91,48.21,-0.21,-0.4356,1.6517,792970,38547682.43,3238702944.0,2304499200.0
2017-05-09,'002780,三夫户外,48.21,48.34,47.5,48.3,47.94,0.27,0.5632,1.107,531464,25478006.31,3252872269.38,2314581384.0
2017-05-08,'002780,三夫户外,47.94,49.98,47.2,47.38,47.85,0.09,0.1881,1.8154,871590,42392826.15,3234654565.32,2301618576.0
2017-05-05,'002780,三夫户外,47.85,48.48,47.31,48.22,48.27,-0.42,-0.8701,1.3566,651315,31136808.31,3228581997.3,2297297640.0
2017-05-04,'002780,三夫户外,48.27,49.47,48.11,48.78,48.98,-0.71,-1.4496,1.5874,762141,37236276.04,3256920648.06,2317462008.0
2017-05-03,'002780,三夫户外,48.98,48.98,47.7,48.88,48.83,0.15,0.3072,1.5493,743814,35861824.83,3304826462.44,2351549392.0
2017-05-02,'002780,三夫户外,48.83,49.6,48.81,49.6,49.69,-0.86,-1.7307,1.1866,569700,27952297.22,3294705515.74,2344347832.0
2017-04-28,'002780,三夫户外,49.69,49.98,48.76,48.97,48.96,0.73,1.491,1.5471,742779,36619465.45,3352732276.82,2385636776.0
2017-04-27,'002780,三夫户外,48.96,49.1,46.77,48.2,48.44,0.52,1.0735,1.6399,787301,37862945.65,3303477002.88,2350589184.0
2017-04-26,'002780,三夫户外,48.44,48.99,48.23,48.89,48.4,0.04,0.0826,0.8682,416846,20269285.4,3268391054.32,2325623776.0
2017-04-25,'002780,三夫户外,48.4,48.98,48.11,48.46,48.46,-0.06,-0.1238,1.0099,484863,23534320.16,3266062976.0,2323703360.0
2017-04-24,'002780,三夫户外,48.46,49.17,46.5,48.0,48.27,0.19,0.3936,1.7379,834349,39794944.77,3270111814.4,2326583984.0
2017-04-21,'002780,三夫户外,48.27,50.33,48.0,49.81,49.82,-1.55,-3.1112,1.0732,515230,25264266.68,3257290492.8,2317462008.0
